=== SPREAD MONITOR ===
Monitoring 1 pair(s)
Press Ctrl+C to stop

timestamp,pair,spread,hi_pool,tickA,tickB,ageA,ageB
# Fetching initial pool states...
2026-04-15T00:26:24.740Z,SOL/USDC,0.02280%,hi=ts=4,tickA=-24778,tickB=-24781,ageA=0.0s,ageB=146.3s
2026-04-15T00:26:25.047Z,SOL/USDC,0.02297%,hi=ts=4,tickA=-24778,tickB=-24781,ageA=0.0s,ageB=146.6s
2026-04-15T00:26:26.604Z,SOL/USDC,0.02476%,hi=ts=4,tickA=-24778,tickB=-24781,ageA=0.0s,ageB=148.2s
2026-04-15T00:26:29.301Z,SOL/USDC,0.02576%,hi=ts=4,tickA=-24778,tickB=-24781,ageA=0.0s,ageB=150.9s
2026-04-15T00:26:30.247Z,SOL/USDC,0.02682%,hi=ts=4,tickA=-24778,tickB=-24781,ageA=0.0s,ageB=151.8s
2026-04-15T00:26:30.291Z,SOL/USDC,0.02992%,hi=ts=4,tickA=-24778,tickB=-24781,ageA=0.0s,ageB=151.9s
2026-04-15T00:26:30.369Z,SOL/USDC,0.01357%,hi=ts=4,tickA=-24778,tickB=-24779,ageA=0.1s,ageB=0.0s
2026-04-15T00:26:30.613Z,SOL/USDC,0.01630%,hi=ts=4,tickA=-24778,tickB=-24779,ageA=0.0s,ageB=0.2s
2026-04-15T00:26:30.614Z,SOL/USDC,0.01700%,hi=ts=4,tickA=-24777,tickB=-24779,ageA=0.0s,ageB=0.2s
2026-04-15T00:26:30.619Z,SOL/USDC,0.01770%,hi=ts=4,tickA=-24777,tickB=-24779,ageA=0.0s,ageB=0.3s
2026-04-15T00:26:30.627Z,SOL/USDC,0.01840%,hi=ts=4,tickA=-24777,tickB=-24779,ageA=0.0s,ageB=0.3s
2026-04-15T00:26:30.735Z,SOL/USDC,0.02030%,hi=ts=4,tickA=-24777,tickB=-24779,ageA=0.0s,ageB=0.4s
2026-04-15T00:26:32.153Z,SOL/USDC,0.02199%,hi=ts=4,tickA=-24777,tickB=-24779,ageA=0.0s,ageB=1.8s
2026-04-15T00:26:32.177Z,SOL/USDC,0.02694%,hi=ts=4,tickA=-24776,tickB=-24779,ageA=0.0s,ageB=1.8s
2026-04-15T00:26:32.194Z,SOL/USDC,0.02917%,hi=ts=4,tickA=-24776,tickB=-24779,ageA=0.0s,ageB=1.8s
2026-04-15T00:26:32.195Z,SOL/USDC,0.02987%,hi=ts=4,tickA=-24776,tickB=-24779,ageA=0.0s,ageB=1.8s
2026-04-15T00:26:32.212Z,SOL/USDC,0.03150%,hi=ts=4,tickA=-24776,tickB=-24779,ageA=0.0s,ageB=1.8s
2026-04-15T00:26:32.215Z,SOL/USDC,0.03420%,hi=ts=4,tickA=-24776,tickB=-24779,ageA=0.0s,ageB=1.8s
2026-04-15T00:26:32.288Z,SOL/USDC,0.03490%,hi=ts=4,tickA=-24776,tickB=-24779,ageA=0.0s,ageB=1.9s
2026-04-15T00:26:32.410Z,SOL/USDC,0.02095%,hi=ts=4,tickA=-24776,tickB=-24778,ageA=0.1s,ageB=0.0s
2026-04-15T00:26:38.466Z,SOL/USDC,0.02448%,hi=ts=4,tickA=-24775,tickB=-24778,ageA=0.0s,ageB=6.1s
2026-04-15T00:26:38.467Z,SOL/USDC,0.02801%,hi=ts=4,tickA=-24775,tickB=-24778,ageA=0.0s,ageB=6.1s
2026-04-15T00:26:38.467Z,SOL/USDC,0.03154%,hi=ts=4,tickA=-24775,tickB=-24778,ageA=0.0s,ageB=6.1s
2026-04-15T00:26:39.697Z,SOL/USDC,0.03157%,hi=ts=4,tickA=-24775,tickB=-24778,ageA=0.0s,ageB=7.3s
2026-04-15T00:26:39.935Z,SOL/USDC,0.03093%,hi=ts=4,tickA=-24775,tickB=-24778,ageA=0.2s,ageB=0.0s
2026-04-15T00:26:45.177Z,SOL/USDC,0.02137%,hi=ts=4,tickA=-24775,tickB=-24777,ageA=5.5s,ageB=0.0s
# --- 2026-04-15T00:26:52.108Z | updates: 395 | pools tracked: 2 ---
2026-04-15T00:27:14.781Z,SOL/USDC,0.02135%,hi=ts=4,tickA=-24775,tickB=-24777,ageA=35.1s,ageB=0.0s
2026-04-15T00:27:14.782Z,SOL/USDC,0.02134%,hi=ts=4,tickA=-24775,tickB=-24777,ageA=35.1s,ageB=0.0s
2026-04-15T00:27:31.212Z,SOL/USDC,0.01705%,hi=ts=4,tickA=-24775,tickB=-24776,ageA=51.5s,ageB=0.0s
2026-04-15T00:27:40.290Z,SOL/USDC,0.01817%,hi=ts=4,tickA=-24774,tickB=-24776,ageA=0.0s,ageB=9.1s
2026-04-15T00:27:40.504Z,SOL/USDC,0.01887%,hi=ts=4,tickA=-24774,tickB=-24776,ageA=0.0s,ageB=9.3s
2026-04-15T00:27:40.670Z,SOL/USDC,0.02157%,hi=ts=4,tickA=-24774,tickB=-24776,ageA=0.0s,ageB=9.5s
2026-04-15T00:27:42.266Z,SOL/USDC,0.02427%,hi=ts=4,tickA=-24774,tickB=-24776,ageA=0.0s,ageB=11.1s
2026-04-15T00:27:42.522Z,SOL/USDC,0.02787%,hi=ts=4,tickA=-24773,tickB=-24776,ageA=0.0s,ageB=11.3s
2026-04-15T00:27:42.536Z,SOL/USDC,0.02834%,hi=ts=4,tickA=-24773,tickB=-24776,ageA=0.0s,ageB=11.3s
2026-04-15T00:27:42.536Z,SOL/USDC,0.02934%,hi=ts=4,tickA=-24773,tickB=-24776,ageA=0.0s,ageB=11.3s
2026-04-15T00:27:42.577Z,SOL/USDC,0.03640%,hi=ts=4,tickA=-24773,tickB=-24776,ageA=0.0s,ageB=11.4s
2026-04-15T00:27:42.802Z,SOL/USDC,0.02145%,hi=ts=4,tickA=-24773,tickB=-24775,ageA=0.2s,ageB=0.0s
2026-04-15T00:27:45.329Z,SOL/USDC,0.02192%,hi=ts=4,tickA=-24773,tickB=-24775,ageA=0.0s,ageB=2.5s
2026-04-15T00:27:45.329Z,SOL/USDC,0.02240%,hi=ts=4,tickA=-24773,tickB=-24775,ageA=0.0s,ageB=2.5s
2026-04-15T00:27:45.533Z,SOL/USDC,0.02291%,hi=ts=4,tickA=-24772,tickB=-24775,ageA=0.0s,ageB=2.7s
2026-04-15T00:27:45.629Z,SOL/USDC,0.02455%,hi=ts=4,tickA=-24772,tickB=-24775,ageA=0.0s,ageB=2.8s
2026-04-15T00:27:45.701Z,SOL/USDC,0.02490%,hi=ts=4,tickA=-24772,tickB=-24775,ageA=0.0s,ageB=2.9s
2026-04-15T00:27:45.703Z,SOL/USDC,0.02526%,hi=ts=4,tickA=-24772,tickB=-24775,ageA=0.0s,ageB=2.9s
2026-04-15T00:27:45.703Z,SOL/USDC,0.02543%,hi=ts=4,tickA=-24772,tickB=-24775,ageA=0.0s,ageB=2.9s
2026-04-15T00:27:45.824Z,SOL/USDC,0.02573%,hi=ts=4,tickA=-24772,tickB=-24775,ageA=0.0s,ageB=3.0s
2026-04-15T00:27:45.825Z,SOL/USDC,0.02625%,hi=ts=4,tickA=-24772,tickB=-24775,ageA=0.0s,ageB=3.0s
2026-04-15T00:27:46.299Z,SOL/USDC,0.02673%,hi=ts=4,tickA=-24772,tickB=-24775,ageA=0.0s,ageB=3.5s
2026-04-15T00:27:46.299Z,SOL/USDC,0.02703%,hi=ts=4,tickA=-24772,tickB=-24775,ageA=0.0s,ageB=3.5s
2026-04-15T00:27:46.702Z,SOL/USDC,0.01692%,hi=ts=4,tickA=-24772,tickB=-24774,ageA=0.4s,ageB=0.0s
2026-04-15T00:27:46.810Z,SOL/USDC,0.01305%,hi=ts=4,tickA=-24772,tickB=-24773,ageA=0.5s,ageB=0.0s
2026-04-15T00:27:47.350Z,SOL/USDC,0.01551%,hi=ts=4,tickA=-24772,tickB=-24773,ageA=0.0s,ageB=0.5s
# --- 2026-04-15T00:27:52.109Z | updates: 421 | pools tracked: 2 ---

# Stopped. Total updates: 421
